,circuito,urna,pp1,pp2,pp3,pp4,nv
3897,0090,52,74,108,30,34,54
3898,0090,53,68,101,37,27,67
3899,0090,54,73,95,33,40,59
3900,0090,55,62,97,32,39,70
3901,0090,56,68,105,31,38,58
3902,0090,57,72,85,32,44,67
3903,0090,58,64,103,32,45,56
3904,0090,59,67,94,35,49,55
3905,0090,60,65,112,30,28,65
3906,0090,61,70,105,40,31,54
3907,0090,62,72,100,28,33,67
3908,0090,63,75,94,27,32,72
3909,0090,64,66,98,35,41,60
3910,0090,65,74,89,32,34,71
3911,0090,66,77,99,35,24,65
3912,0090,67,71,88,31,42,68
3913,0090,68,71,111,31,36,51
3914,0090,69,77,98,19,46,60
3915,0090,70,61,101,33,43,62
3916,0090,71,66,83,44,43,64
3917,0090,72,62,104,38,34,62
3918,0090,73,62,103,34,46,55
3919,0090,74,54,96,34,38,78
3920,0090,75,72,102,36,36,54
3921,0090,76,66,89,35,45,65
3922,0090,77,61,120,27,34,58
3923,0090,78,68,91,40,37,64
3924,0090,79,75,110,19,47,49
3925,0090,80,66,100,35,35,64
3926,0090,81,67,112,22,37,62
3927,0090,82,56,96,36,45,67
3928,0090,83,71,103,42,34,50
3929,0090,84,69,95,39,42,55
3930,0090,85,71,109,30,33,57
3931,0090,86,58,110,25,44,63
3932,0090,87,68,109,23,44,56
3933,0090,88,81,92,45,40,42
3934,0090,89,78,90,36,30,66
3935,0090,90,67,109,23,43,58
3936,0090,91,79,105,24,36,56
3937,0090,92,82,119,18,33,48
3938,0090,93,62,98,30,52,58
3939,0090,94,64,99,25,50,62
3940,0090,95,85,85,32,31,67
3941,0090,96,68,101,27,38,66
3942,0090,97,62,94,36,46,62
3943,0090,98,79,80,44,41,56
3944,0090,99,77,86,34,43,60
3945,0090,100,59,97,34,39,71
3946,0090,101,60,109,33,40,58
3947,0090,102,74,91,21,51,63
3948,0090,103,75,100,30,40,55
3949,0090,104,56,112,32,37,63
3950,0090,105,58,113,27,40,62
3951,0090,106,65,78,32,54,71
3952,0090,107,73,105,34,26,62
3953,0090,108,72,106,32,26,64
3954,0090,109,69,112,27,33,59
3955,0090,110,69,100,34,32,65
3956,0090,111,76,94,33,28,69
3957,0090,112,64,114,25,46,51
3958,0090,113,61,103,32,35,69
3959,0090,114,66,98,37,29,70
3960,0090,115,70,98,35,47,50
3961,0090,116,73,111,28,33,55
3962,0090,117,66,101,33,24,76
3963,0090,118,69,91,39,31,70
3964,0090,119,71,108,25,42,54
3965,0090,120,69,113,44,28,46
3966,0090,121,79,116,20,33,52
3967,0090,122,64,100,33,34,69
3968,0090,123,71,90,37,38,64
3969,0090,124,54,109,26,51,60
3970,0090,125,64,109,35,33,59
3971,0090,126,76,95,45,27,57
3972,0090,127,67,98,39,30,66
3973,0090,128,56,119,27,47,51
3974,0090,129,79,99,28,39,55
3975,0090,130,54,123,29,40,54
3976,0090,131,78,100,37,25,60
3977,0090,132,79,96,26,40,59
3978,0090,133,67,104,33,37,59
3979,0090,134,67,107,30,45,51
3980,0090,135,37,34,6,11,28
3981,0091,0,59,49,59,75,58
3982,0091,1,60,40,61,76,63
3983,0091,2,54,45,66,60,75
3984,0091,3,70,46,79,58,47
3985,0091,4,59,43,70,70,58
3986,0091,5,62,49,71,56,62
3987,0091,6,59,49,68,75,49
3988,0091,7,75,34,68,61,62
3989,0091,8,63,50,73,64,50
3990,0091,9,63,51,59,67,60
3991,0091,10,70,59,50,47,74
3992,0091,11,49,50,63,62,76
3993,0091,12,71,44,56,70,59
3994,0091,13,68,54,58,60,60
3995,0091,14,51,45,77,65,62
3996,0091,15,51,55,73,65,56
3997,0091,16,62,54,60,61,63
3998,0091,17,61,64,52,60,63
3999,0091,18,74,57,52,64,53
4000,0091,19,63,52,67,44,74
4001,0091,20,56,58,69,57,60
4002,0091,21,65,43,61,76,55
4003,0091,22,66,44,60,73,57
4004,0091,23,74,44,49,71,62
4005,0091,24,65,41,70,64,60
4006,0091,25,65,47,65,74,49
4007,0091,26,59,54,77,52,58
4008,0091,27,66,54,64,62,54
4009,0091,28,67,46,60,62,65
4010,0091,29,55,47,65,78,55
4011,0091,30,66,58,55,63,58
4012,0091,31,71,61,52,65,51
4013,0091,32,57,47,67,78,51
4014,0091,33,0,0,1,1,0
4015,0092,0,68,44,61,61,66
4016,0092,1,88,58,57,40,57
4017,0092,2,74,46,60,61,59
4018,0092,3,78,51,55,51,65
4019,0092,4,84,41,57,56,62
4020,0092,5,81,53,54,51,61
4021,0092,6,62,58,57,61,62
4022,0092,7,80,50,61,65,44
4023,0092,8,57,50,72,58,63
4024,0092,9,65,55,51,59,70
4025,0092,10,75,54,55,71,45
4026,0092,11,60,47,51,68,74
4027,0092,12,75,64,59,52,50
4028,0092,13,75,57,50,63,55
4029,0092,14,68,51,72,55,54
4030,0092,15,71,45,56,63,65
4031,0092,16,71,49,62,54,64
4032,0092,17,70,44,59,72,55
4033,0092,18,62,46,75,54,63
4034,0092,19,71,46,49,61,73
4035,0092,20,65,47,63,70,55
4036,0092,21,87,36,60,61,56
4037,0092,22,67,46,71,56,60
4038,0092,23,65,42,69,60,64
4039,0092,24,65,47,66,65,57
4040,0092,25,65,49,53,64,69
4041,0092,26,63,54,63,64,56
4042,0092,27,57,45,72,60,66
4043,0092,28,65,46,61,69,59
4044,0092,29,67,36,69,70,58
4045,0092,30,83,39,66,57,55
4046,0092,31,74,44,65,64,53
4047,0092,32,68,54,76,50,52
4048,0092,33,77,40,66,62,55
4049,0092,34,58,62,61,55,64
4050,0092,35,55,47,65,75,58
4051,0092,36,68,42,72,54,64
4052,0092,37,75,47,66,54,58
4053,0092,38,76,50,52,67,55
4054,0092,39,73,37,72,57,61
4055,0092,40,65,43,72,59,61
4056,0092,41,64,46,54,51,41
4057,0093,0,64,46,63,75,52
4058,0093,1,69,44,65,70,52
4059,0093,2,55,49,72,66,58
4060,0093,3,66,39,68,67,60
4061,0093,4,73,46,66,57,58
4062,0093,5,75,57,56,60,52
4063,0093,6,64,49,58,60,69
4064,0093,7,59,46,66,58,71
4065,0093,8,65,61,60,62,52
4066,0093,9,60,43,64,62,71
4067,0093,10,60,55,70,66,49
4068,0093,11,53,57,69,58,63
4069,0093,12,68,41,64,57,70
4070,0093,13,61,47,60,58,74
4071,0093,14,68,52,56,61,63
4072,0093,15,79,41,61,61,58
4073,0093,16,51,71,61,59,58
4074,0093,17,73,43,62,68,54
4075,0093,18,57,44,67,68,64
4076,0093,19,80,42,59,60,59
4077,0093,20,62,54,63,67,54
4078,0093,21,72,51,64,63,50
4079,0093,22,74,42,60,62,62
4080,0093,23,68,52,65,64,51
4081,0093,24,72,47,58,66,57
4082,0093,25,0,0,0,0,1
4083,0094,0,65,57,68,59,51
4084,0094,1,57,56,62,58,67
4085,0094,2,64,56,59,62,59
4086,0094,3,65,58,60,61,56
4087,0094,4,56,45,62,79,58
4088,0094,5,75,60,51,50,64
4089,0094,6,69,58,57,64,52
4090,0094,7,68,46,59,65,62
4091,0094,8,60,48,63,69,60
4092,0094,9,75,49,60,48,68
4093,0094,10,82,55,63,44,56
4094,0094,11,70,58,58,55,59
4095,0094,12,76,55,53,60,56
4096,0094,13,82,43,56,60,59
4097,0094,14,81,52,61,60,46
4098,0094,15,66,56,56,60,62
4099,0094,16,61,60,67,57,55
4100,0094,17,64,49,56,63,68
4101,0094,18,78,42,67,50,63
4102,0094,19,70,56,63,41,70
4103,0094,20,72,51,68,58,51
4104,0094,21,75,52,62,65,46
4105,0094,22,62,66,50,53,69
4106,0094,23,66,60,54,55,65
4107,0094,24,85,50,52,61,52
4108,0094,25,77,47,63,58,55
4109,0094,26,87,61,45,52,55
4110,0094,27,75,58,58,47,62
4111,0094,28,71,53,60,57,59
4112,0094,29,75,47,64,53,61
4113,0094,30,30,25,19,33,29
4114,0095,0,72,50,57,59,62
4115,0095,1,72,42,72,46,68
4116,0095,2,55,57,68,57,63
4117,0095,3,74,51,44,79,52
4118,0095,4,62,61,54,64,59
4119,0095,5,61,59,67,41,72
4120,0095,6,53,60,56,60,71
4121,0095,7,81,54,48,46,71
4122,0095,8,53,54,63,67,63
4123,0095,9,73,55,58,57,57
4124,0095,10,59,61,47,68,65
4125,0095,11,70,63,53,55,59
4126,0095,12,78,54,53,63,52
4127,0095,13,70,57,50,53,70
4128,0095,14,78,46,70,52,54
4129,0095,15,70,58,55,56,61
4130,0095,16,72,49,63,58,58
4131,0095,17,77,66,50,50,57
4132,0095,18,82,56,57,54,51
4133,0095,19,58,65,59,63,55
4134,0095,20,69,51,63,59,58
4135,0095,21,79,40,60,54,67
4136,0095,22,64,54,65,53,64
4137,0095,23,64,60,64,57,55
4138,0095,24,64,64,75,52,45
4139,0095,25,72,57,58,54,59
4140,0095,26,76,62,57,58,47
4141,0095,27,60,55,58,58,69
4142,0095,28,61,53,70,58,58
4143,0095,29,65,52,54,60,69
4144,0095,30,62,73,52,55,58
4145,0095,31,75,58,53,60,54
4146,0095,32,71,57,52,55,65
4147,0095,33,62,53,66,56,63
4148,0095,34,70,62,53,60,55
4149,0095,35,66,58,58,59,59
4150,0095,36,62,45,68,63,62
4151,0095,37,54,66,65,63,52
4152,0095,38,76,50,65,57,52
4153,0095,39,71,64,51,54,60
4154,0095,40,77,57,50,51,65
4155,0095,41,65,54,63,63,55
4156,0095,42,64,55,56,59,66
4157,0095,43,79,62,52,48,59
4158,0095,44,61,69,54,59,57
4159,0095,45,62,56,49,67,66
4160,0095,46,77,52,52,47,72
4161,0095,47,69,53,60,61,57
4162,0095,48,58,67,62,51,62
4163,0095,49,1,1,2,1,3
4164,0096,0,83,50,64,46,57
4165,0096,1,72,46,72,54,56
4166,0096,2,55,58,68,59,60
4167,0096,3,75,48,60,59,58
4168,0096,4,63,48,68,58,63
4169,0096,5,79,48,71,51,51
4170,0096,6,71,61,52,56,60
4171,0096,7,63,58,76,52,51
4172,0096,8,64,42,54,65,75
4173,0096,9,60,51,63,55,71
4174,0096,10,65,50,69,53,63
4175,0096,11,75,55,59,48,63
4176,0096,12,62,45,75,60,58
4177,0096,13,64,50,56,69,61
4178,0096,14,58,52,77,52,61
4179,0096,15,50,61,63,53,73
4180,0096,16,57,43,76,67,57
4181,0096,17,56,61,65,65,53
4182,0096,18,47,55,71,55,72
4183,0096,19,74,45,54,59,68
4184,0096,20,87,40,61,65,47
4185,0096,21,71,45,70,55,59
4186,0096,22,58,48,60,64,70
4187,0096,23,68,42,65,65,60
4188,0096,24,59,55,53,56,77
4189,0096,25,62,65,56,66,51
4190,0096,26,59,61,63,68,49
4191,0096,27,75,34,66,66,59
4192,0096,28,77,48,63,57,55
4193,0096,29,64,45,71,61,59
4194,0096,30,72,43,68,57,60
4195,0096,31,50,49,38,47,46
4196,0097,0,70,51,76,50,53
4197,0097,1,62,51,74,58,55
4198,0097,2,61,54,70,51,64
4199,0097,3,72,44,71,58,55
4200,0097,4,65,51,58,66,60
4201,0097,5,65,42,67,56,70
4202,0097,6,72,43,53,60,72
4203,0097,7,70,50,69,55,56
4204,0097,8,55,56,78,51,60
4205,0097,9,60,37,89,57,57
4206,0097,10,60,58,73,66,43
4207,0097,11,54,52,63,69,62
4208,0097,12,65,60,72,51,52
4209,0097,13,79,55,52,60,54
4210,0097,14,63,50,63,64,60
4211,0097,15,65,45,63,57,70
4212,0097,16,59,52,68,54,67
4213,0097,17,65,41,68,67,59
4214,0097,18,85,45,71,50,49
4215,0097,19,70,37,71,66,56
4216,0097,20,70,51,79,50,50
4217,0097,21,60,56,62,58,64
4218,0097,22,66,50,64,60,60
4219,0097,23,70,53,66,60,51
4220,0097,24,72,44,65,59,60
4221,0097,25,68,49,61,59,63
4222,0097,26,62,65,58,63,52
4223,0097,27,67,31,75,74,53
4224,0097,28,64,44,67,64,61
4225,0097,29,40,37,44,51,45
4226,0098,0,76,64,44,58,58
4227,0098,1,62,73,47,59,59
4228,0098,2,64,62,54,62,58
4229,0098,3,77,57,58,51,57
4230,0098,4,67,54,72,53,54
4231,0098,5,86,61,41,59,53
4232,0098,6,71,63,39,77,50
4233,0098,7,64,44,67,66,59
4234,0098,8,73,59,61,51,56
4235,0098,9,62,60,58,52,68
4236,0098,10,54,69,63,45,69
4237,0098,11,92,50,57,45,56
4238,0098,12,64,70,46,52,68
4239,0098,13,69,64,53,62,52
4240,0098,14,61,52,65,73,49
4241,0098,15,76,41,61,66,56
4242,0098,16,69,63,57,51,60
4243,0098,17,65,55,59,54,67
4244,0098,18,77,59,50,64,50
4245,0098,19,68,58,64,57,53
4246,0098,20,69,54,51,62,64
4247,0098,21,72,57,62,46,63
4248,0098,22,59,58,66,66,51
4249,0098,23,66,59,51,63,61
4250,0098,24,68,51,56,60,65
4251,0098,25,69,64,53,57,57
4252,0098,26,68,64,51,52,65
4253,0098,27,73,57,65,59,46
4254,0098,28,64,64,61,63,48
4255,0098,29,64,59,56,66,55
4256,0098,30,65,46,57,73,59
4257,0098,31,77,53,45,58,67
4258,0098,32,73,52,63,52,60
4259,0098,33,83,44,58,57,58
4260,0098,34,55,62,84,55,44
4261,0098,35,54,53,72,63,58
4262,0098,36,62,51,66,52,69
4263,0098,37,67,46,57,79,51
4264,0098,38,60,53,59,68,60
4265,0098,39,63,61,58,64,54
4266,0098,40,51,60,65,65,59
4267,0098,41,64,63,57,57,59
4268,0098,42,57,56,75,56,56
4269,0098,43,77,60,67,49,47
4270,0098,44,49,74,52,61,64
4271,0098,45,60,55,55,55,75
4272,0098,46,68,55,61,42,74
4273,0098,47,64,64,46,62,64
4274,0098,48,86,55,54,42,63
4275,0098,49,87,70,53,43,47
4276,0098,50,68,79,55,43,55
4277,0098,51,75,51,66,54,54
4278,0098,52,76,66,48,48,62
4279,0098,53,67,52,59,60,62
4280,0098,54,49,64,50,69,68
4281,0098,55,66,60,47,61,64
4282,0099,0,72,62,59,52,55
4283,0099,1,69,52,58,59,62
4284,0099,2,63,65,54,62,56
4285,0099,3,68,51,71,54,56
4286,0099,4,74,57,67,41,61
4287,0099,5,54,73,66,55,52
4288,0099,6,71,63,60,58,48
4289,0099,7,79,57,51,58,55
4290,0099,8,65,60,64,61,50
4291,0099,9,60,60,58,62,60
4292,0099,10,74,56,64,48,58
4293,0099,11,73,65,55,48,59
4294,0099,12,66,61,56,55,62
4295,0099,13,75,64,53,49,59
4296,0099,14,64,59,51,64,62
4297,0099,15,68,51,70,59,52
4298,0099,16,64,66,49,56,65
4299,0099,17,61,76,55,58,50
4300,0099,18,65,60,58,57,60
4301,0099,19,58,72,66,50,54
4302,0099,20,53,63,59,68,57
4303,0099,21,53,67,58,65,57
4304,0099,22,63,49,59,70,59
4305,0099,23,72,65,61,44,58
4306,0099,24,54,58,64,65,59
4307,0099,25,68,53,56,59,64
4308,0099,26,64,59,60,60,57
4309,0099,27,63,61,60,56,60
4310,0099,28,62,56,45,69,68
4311,0099,29,45,44,46,33,41
4312,0100,0,73,90,48,32,57
4313,0100,1,81,89,35,38,57
4314,0100,2,58,99,42,41,60
4315,0100,3,69,89,34,45,63
4316,0100,4,64,88,39,46,63
4317,0100,5,64,87,37,38,74
4318,0100,6,72,79,51,49,49
4319,0100,7,75,74,51,46,54
4320,0100,8,66,98,37,36,63
4321,0100,9,77,90,33,46,54
4322,0100,10,67,94,36,33,70
4323,0100,11,55,81,41,44,79
4324,0100,12,61,107,25,46,61
4325,0100,13,65,105,44,33,53
4326,0100,14,55,76,48,53,68
4327,0100,15,83,89,32,40,56
4328,0100,16,57,90,42,47,64
4329,0100,17,73,91,34,41,61
4330,0100,18,69,86,41,42,62
4331,0100,19,59,92,46,39,64
4332,0100,20,61,87,46,47,59
4333,0100,21,64,93,47,45,51
4334,0100,22,74,95,37,40,54
4335,0100,23,71,85,35,48,61
4336,0100,24,62,89,40,46,63
4337,0100,25,72,88,34,44,62
4338,0100,26,64,99,48,43,46
4339,0100,27,72,94,28,50,56
4340,0100,28,76,87,38,46,53
4341,0100,29,72,100,25,38,65
4342,0100,30,69,91,52,37,51
4343,0100,31,72,64,52,43,69
4344,0100,32,60,92,36,46,66
4345,0100,33,64,94,42,35,65
4346,0100,34,55,91,50,38,53
4347,0101,0,78,60,47,53,62
4348,0101,1,75,87,48,35,55
4349,0101,2,62,72,53,46,67
4350,0101,3,62,83,48,53,54
4351,0101,4,63,72,43,49,73
4352,0101,5,62,76,53,51,58
4353,0101,6,58,70,52,53,67
4354,0101,7,76,64,53,51,56
4355,0101,8,73,73,45,50,59
4356,0101,9,66,85,52,42,55
4357,0101,10,56,80,58,41,65
4358,0101,11,71,87,32,58,52
4359,0101,12,65,85,46,52,52
4360,0101,13,64,73,49,59,55
4361,0101,14,70,70,44,64,52
4362,0101,15,58,76,53,54,59
4363,0101,16,55,72,52,40,81
4364,0101,17,76,78,43,47,56
4365,0101,18,65,62,58,53,62
4366,0101,19,66,94,38,46,56
4367,0101,20,73,98,32,39,58
4368,0101,21,73,61,53,56,57
4369,0101,22,50,86,46,63,55
4370,0101,23,49,77,40,54,80
4371,0101,24,70,66,55,37,72
4372,0101,25,79,64,39,52,66
4373,0101,26,68,89,43,44,56
4374,0101,27,56,61,57,59,67
4375,0101,28,63,82,40,46,69
4376,0101,29,70,77,38,58,57
4377,0101,30,63,81,42,55,59
4378,0101,31,69,82,51,45,53
4379,0101,32,72,87,41,45,55
4380,0101,33,64,63,50,55,68
4381,0101,34,76,67,43,65,49
4382,0101,35,53,78,53,54,62
4383,0101,36,73,68,66,40,53
4384,0101,37,66,82,46,46,60
4385,0101,38,59,76,41,47,77
4386,0101,39,55,59,50,59,77
4387,0101,40,69,85,35,51,60
4388,0101,41,67,89,45,48,51
4389,0101,42,74,63,50,44,69
4390,0101,43,71,69,59,51,50
4391,0101,44,45,80,44,55,76
4392,0101,45,69,88,46,40,57
4393,0101,46,69,68,47,63,53
4394,0101,47,70,55,47,51,77
4395,0101,48,63,70,46,61,60
4396,0101,49,59,68,61,47,65
4397,0101,50,60,76,40,61,63
4398,0101,51,4,1,1,3,0
4399,0102,0,54,53,60,70,63
4400,0102,1,61,43,62,74,60
4401,0102,2,65,48,80,56,51
4402,0102,3,61,31,79,63,66
4403,0102,4,54,42,73,70,61
4404,0102,5,65,39,80,66,50
4405,0102,6,68,42,70,61,59
4406,0102,7,61,33,56,67,83
4407,0102,8,71,48,71,51,59
4408,0102,9,46,48,72,79,55
4409,0102,10,63,41,58,71,67
4410,0102,11,78,43,63,52,64
4411,0102,12,58,44,60,78,60
4412,0102,13,55,41,76,62,66
4413,0102,14,59,35,58,70,78
4414,0102,15,50,50,77,57,66
4415,0102,16,57,43,78,59,63
4416,0102,17,63,38,69,72,58
4417,0102,18,70,36,72,57,65
4418,0102,19,69,39,74,64,54
4419,0102,20,75,34,68,64,59
4420,0102,21,55,38,74,58,75
4421,0102,22,49,40,77,75,59
4422,0102,23,56,47,59,61,77
4423,0102,24,55,47,76,62,60
4424,0102,25,66,46,71,54,63
4425,0102,26,65,34,65,70,66
4426,0102,27,56,41,83,55,65
4427,0102,28,75,38,67,75,45
4428,0102,29,64,50,66,58,62
4429,0102,30,62,42,70,68,58
4430,0102,31,56,40,73,60,71
4431,0102,32,52,37,72,72,67
4432,0102,33,57,46,62,67,68
4433,0102,34,60,52,65,52,71
4434,0102,35,61,44,69,65,61
4435,0102,36,27,23,28,34,30
4436,0103,0,45,28,83,81,63
4437,0103,1,67,34,69,61,69
4438,0103,2,50,42,77,63,68
4439,0103,3,63,42,74,70,51
4440,0103,4,52,48,75,68,57
4441,0103,5,59,38,65,73,65
4442,0103,6,57,42,71,70,60
4443,0103,7,58,45,65,79,53
4444,0103,8,66,36,65,78,55
4445,0103,9,58,44,68,66,64
4446,0103,10,36,40,81,80,63
4447,0103,11,56,39,79,72,54
4448,0103,12,43,46,79,72,60
4449,0103,13,57,40,84,58,61
4450,0103,14,45,42,71,67,75
4451,0103,15,65,36,79,69,51
4452,0103,16,45,46,72,79,58
4453,0103,17,53,47,63,81,56
4454,0103,18,59,36,84,74,47
4455,0103,19,52,38,79,77,54
4456,0103,20,48,34,77,69,72
4457,0103,21,56,35,72,83,54
4458,0103,22,34,30,88,87,61
4459,0103,23,64,37,72,74,53
4460,0103,24,61,37,67,72,63
4461,0103,25,47,41,86,56,70
4462,0103,26,60,44,68,71,57
4463,0103,27,62,35,70,73,60
4464,0103,28,44,32,84,67,73
4465,0103,29,51,46,80,63,60
4466,0103,30,61,35,72,67,65
4467,0103,31,58,39,72,76,55
4468,0103,32,62,23,86,71,58
4469,0103,33,59,31,90,60,60
4470,0103,34,54,44,80,58,64
4471,0103,35,62,26,73,71,63
4472,0104,0,74,45,73,54,54
4473,0104,1,71,38,57,59,75
4474,0104,2,61,53,75,55,56
4475,0104,3,80,49,57,61,53
4476,0104,4,57,48,67,60,68
4477,0104,5,69,41,66,81,43
4478,0104,6,59,56,59,58,68
4479,0104,7,49,51,67,69,64
4480,0104,8,66,50,50,68,66
4481,0104,9,82,47,55,63,53
4482,0104,10,62,55,54,72,57
4483,0104,11,57,59,72,48,64
4484,0104,12,72,43,68,60,57
4485,0104,13,61,38,75,66,60
4486,0104,14,68,36,56,82,58
4487,0104,15,70,47,60,57,66
4488,0104,16,56,42,71,69,62
4489,0104,17,59,43,63,70,65
4490,0104,18,47,63,54,72,64
4491,0104,19,62,57,71,62,48
4492,0104,20,62,42,61,67,68
4493,0104,21,50,42,65,78,65
4494,0104,22,70,49,58,64,59
4495,0104,23,64,40,82,50,64
4496,0104,24,58,50,67,65,60
4497,0104,25,67,38,56,68,71
4498,0104,26,56,53,69,65,57
4499,0104,27,68,46,59,65,62
4500,0104,28,62,54,58,64,62
4501,0104,29,65,44,62,65,64
4502,0104,30,61,48,68,68,55
4503,0104,31,68,48,56,73,55
4504,0104,32,56,59,54,70,61
4505,0104,33,64,56,69,61,50
4506,0104,34,54,39,71,62,74
4507,0104,35,30,24,27,34,17
4508,0105,0,73,47,56,59,65
4509,0105,1,66,40,80,59,55
4510,0105,2,60,60,52,69,59
4511,0105,3,62,51,71,57,59
4512,0105,4,56,41,67,63,73
4513,0105,5,66,45,67,65,57
4514,0105,6,69,48,66,70,47
4515,0105,7,72,43,58,58,69
4516,0105,8,63,52,68,57,60
4517,0105,9,58,43,65,65,69
4518,0105,10,64,43,63,66,64
4519,0105,11,55,49,68,64,64
4520,0105,12,57,46,62,66,69
4521,0105,13,62,43,59,80,56
4522,0105,14,53,40,78,65,64
4523,0105,15,68,45,62,71,54
4524,0105,16,73,52,63,60,52
4525,0105,17,68,43,70,64,55
4526,0105,18,66,48,75,49,62
4527,0105,19,70,46,58,74,52
4528,0105,20,60,39,65,74,62
4529,0105,21,65,65,64,61,45
4530,0105,22,67,49,62,75,47
4531,0105,23,85,45,54,51,65
4532,0105,24,57,52,53,65,73
4533,0105,25,57,45,80,65,53
4534,0105,26,68,50,68,58,56
4535,0105,27,63,52,73,59,53
4536,0105,28,58,47,78,52,65
4537,0105,29,64,49,77,48,62
4538,0105,30,55,52,63,60,70
4539,0105,31,53,50,56,78,63
4540,0105,32,52,52,62,87,47
4541,0105,33,76,44,67,50,63
4542,0105,34,61,56,64,58,61
4543,0105,35,59,34,60,65,82
4544,0105,36,58,43,73,67,59
4545,0105,37,53,51,58,70,68
4546,0105,38,64,45,71,54,66
4547,0105,39,55,46,73,59,67
4548,0105,40,61,38,63,74,64
4549,0105,41,63,45,63,66,63
4550,0105,42,65,49,66,68,52
4551,0105,43,62,43,58,73,64
4552,0105,44,76,49,62,58,55
4553,0105,45,56,38,73,71,62
4554,0105,46,58,38,70,77,57
4555,0105,47,64,54,59,59,64
4556,0105,48,66,46,53,74,61
4557,0105,49,76,53,68,58,45
4558,0105,50,65,36,68,66,65
4559,0105,51,75,44,62,59,60
4560,0105,52,57,47,67,64,65
4561,0105,53,13,7,24,17,19
4562,0106,0,66,35,71,64,64
4563,0106,1,60,54,72,55,59
4564,0106,2,56,43,64,76,61
4565,0106,3,68,37,66,64,65
4566,0106,4,65,43,76,60,56
4567,0106,5,62,39,72,62,65
4568,0106,6,65,33,80,70,52
4569,0106,7,61,53,60,66,60
4570,0106,8,65,60,77,47,51
4571,0106,9,57,39,70,59,75
4572,0106,10,59,54,53,68,66
4573,0106,11,70,51,64,60,55
4574,0106,12,64,60,64,69,43
4575,0106,13,69,49,71,55,56
4576,0106,14,63,29,76,68,64
4577,0106,15,60,44,61,65,70
4578,0106,16,62,43,55,77,63
4579,0106,17,60,38,76,62,64
4580,0106,18,49,48,66,74,63
4581,0106,19,55,52,72,52,69
4582,0106,20,70,48,74,58,50
4583,0106,21,72,48,61,58,61
4584,0106,22,63,44,66,72,55
4585,0106,23,65,46,60,74,55
4586,0106,24,56,50,69,53,72
4587,0106,25,55,48,61,70,66
4588,0106,26,63,40,70,76,51
4589,0106,27,50,44,77,78,51
4590,0106,28,60,39,58,69,74
4591,0106,29,71,39,65,74,51
4592,0106,30,56,48,75,64,57
4593,0106,31,56,51,65,56,72
4594,0106,32,41,37,46,55,48
4595,0107,0,49,58,59,76,58
4596,0107,1,51,42,66,75,66
4597,0107,2,69,53,66,57,55
4598,0107,3,65,49,58,66,62
4599,0107,4,69,47,78,61,45
4600,0107,5,76,51,57,56,60
4601,0107,6,61,47,61,66,65
4602,0107,7,56,52,70,65,57
4603,0107,8,63,50,70,64,53
4604,0107,9,66,40,74,62,58
4605,0107,10,50,51,72,76,51
4606,0107,11,53,55,62,67,63
4607,0107,12,67,51,65,56,61
4608,0107,13,69,48,72,62,49
4609,0107,14,59,55,63,65,58
4610,0107,15,55,48,64,71,62
4611,0107,16,63,39,75,58,65
4612,0107,17,49,49,67,70,65
4613,0107,18,50,56,63,61,70
4614,0107,19,43,57,61,80,59
4615,0107,20,51,42,82,64,61
4616,0107,21,64,59,51,65,61
4617,0107,22,64,47,55,72,62
4618,0107,23,49,54,55,71,71
4619,0107,24,72,55,65,53,55
4620,0107,25,64,53,50,67,66
4621,0107,26,59,46,72,62,61
4622,0107,27,56,60,69,49,66
4623,0107,28,68,41,66,71,54
4624,0107,29,67,39,69,63,62
4625,0107,30,62,53,72,56,57
4626,0107,31,33,62,76,70,59
4627,0107,32,69,44,63,65,59
4628,0107,33,59,37,74,67,63
4629,0107,34,77,42,65,58,58
4630,0107,35,66,63,49,67,55
4631,0107,36,57,48,62,87,46
4632,0107,37,69,42,66,60,63
4633,0107,38,78,55,60,48,59
4634,0107,39,62,48,74,63,53
4635,0107,40,61,45,61,62,71
4636,0107,41,58,62,59,52,69
4637,0107,42,46,59,53,77,65
4638,0107,43,69,44,59,68,60
4639,0107,44,63,57,54,62,64
4640,0107,45,52,50,66,63,69
4641,0107,46,45,64,60,69,62
4642,0107,47,65,46,81,63,45
4643,0107,48,57,54,65,64,60
4644,0107,49,58,61,53,61,67
4645,0107,50,72,42,58,53,75
4646,0107,51,63,46,46,69,76
4647,0107,52,32,42,53,55,48
4648,0108,0,63,47,69,63,58
4649,0108,1,62,59,49,68,62
4650,0108,2,57,63,52,64,64
4651,0108,3,63,51,75,65,46
4652,0108,4,56,52,58,71,63
4653,0108,5,55,53,67,64,61
4654,0108,6,65,41,79,58,57
4655,0108,7,58,47,64,70,61
4656,0108,8,62,40,71,63,64
4657,0108,9,62,44,75,52,67
4658,0108,10,58,60,55,71,56
4659,0108,11,73,57,56,53,61
4660,0108,12,60,43,59,59,79
4661,0108,13,51,54,67,63,65
4662,0108,14,65,49,66,60,60
4663,0108,15,57,37,81,68,57
4664,0108,16,67,50,59,66,58
4665,0108,17,66,54,55,62,63
4666,0108,18,51,52,82,68,47
4667,0108,19,62,38,58,66,76
4668,0108,20,72,51,68,56,53
4669,0108,21,68,44,67,65,56
4670,0108,22,58,62,70,60,50
4671,0108,23,60,64,59,66,51
4672,0108,24,64,41,56,70,69
